id;ut
1087331;WOS:000438289100013
904509;WOS:000438289100012
475997;WOS:000438289100011
493604;WOS:000438289100011
493603;WOS:000438289100011
486319;WOS:000438289100010
475997;WOS:000438289100010
905176;WOS:000438289100010
905177;WOS:000438289100009
905176;WOS:000438289100009
493604;WOS:000438289100008
504273;WOS:000438289100008
504272;WOS:000438289100008
3858;WOS:000438289100007
3857;WOS:000438289100007
904759;WOS:000438289100006
907372;WOS:000438289100006
620535;WOS:000438289100005
551985;WOS:000438289100005
485696;WOS:000438289100004
485695;WOS:000438289100004
479952;WOS:000438289100004
467097;WOS:000438289100004
933989;WOS:000438289100003
935020;WOS:000438289100003
947550;WOS:000438289100003
947552;WOS:000438289100003
466416;WOS:000438289100001
466414;WOS:000438289100001
475997;WOS:000438289100001
1023236;WOS:000438271500017
1023904;WOS:000438271500017
1025650;WOS:000438271500017
1026092;WOS:000438271500017
1026091;WOS:000438271500017
1026295;WOS:000438271500017
1059596;WOS:000438271500017
1084561;WOS:000438271500017
119111;WOS:000438271500016
119113;WOS:000438271500016
119113;WOS:000438271500011
81568;WOS:000438271500011
81524;WOS:000438271500011
363121;WOS:000438271500011
462846;WOS:000438271500010
109444;WOS:000438271500010
97018;WOS:000438271500009
120646;WOS:000438271500009
137284;WOS:000438271500009
144268;WOS:000438271500009
462845;WOS:000438271500009
305774;WOS:000438269000023
841036;WOS:000438269000019
841035;WOS:000438269000019
789524;WOS:000438269000019
581438;WOS:000438260900024
571311;WOS:000438260900024
571312;WOS:000438260900024
571312;WOS:000438260900021
932994;WOS:000438260900011
928281;WOS:000438260900011
504271;WOS:000438258900004
549937;WOS:000438258900003
896025;WOS:000438258900003
462844;WOS:000438258900003
462844;WOS:000438258900002
101566;WOS:000438242500010
195581;WOS:000438242500010
84007;WOS:000438242500007
364692;WOS:000438242500007
364691;WOS:000438242500007
389749;WOS:000438242500007
1011022;WOS:000438242100016
909056;WOS:000438242100016
909057;WOS:000438242100016
911176;WOS:000438242100016
924104;WOS:000438242100016
924102;WOS:000438242100016
599193;WOS:000438240500024
734862;WOS:000438240500023
896023;WOS:000438240500023
896024;WOS:000438240500023
570749;WOS:000438240500023
570743;WOS:000438240500020
579621;WOS:000438240500020
560559;WOS:000438240500014
896022;WOS:000438240500014
896021;WOS:000438240500014
896020;WOS:000438240500014
821140;WOS:000438240500014
689227;WOS:000438240500014
689228;WOS:000438240500014
768434;WOS:000438240500014
1011021;WOS:000438240500014
642629;WOS:000438240500002
896019;WOS:000438240500002
534737;WOS:000438218200025
509313;WOS:000438218200025
513290;WOS:000438218200025
462843;WOS:000438174600018
462842;WOS:000438174600017
896018;WOS:000438174600014
795594;WOS:000438174600014
534736;WOS:000438174600009
534735;WOS:000438174600005
534734;WOS:000438174600003
896017;WOS:000438170600008
569337;WOS:000438079500016
605942;WOS:000438079500016
911161;WOS:000437939600002
1011020;WOS:000437939600002
1047844;WOS:000437925100013
57061;WOS:000437892100006
68584;WOS:000437892100006
68582;WOS:000437892100006
68581;WOS:000437892100006
68583;WOS:000437892100006
10833;WOS:000437892100006
503642;WOS:000437675300006
118752;WOS:000437474600002
160541;WOS:000437474600002
158994;WOS:000437474600002
462841;WOS:000437474600002
380272;WOS:000437474600002
380273;WOS:000437474600002
462839;WOS:000437474600001
462838;WOS:000437474600001
462840;WOS:000437474600001
896013;WOS:000437392400028
462837;WOS:000437388500006
1011019;WOS:000437233600008
1011018;WOS:000437233600008
1009517;WOS:000437233600008
968861;WOS:000437233600008
945240;WOS:000437233600006
960108;WOS:000437233600006
1011017;WOS:000437233600006
1011014;WOS:000437233600006
1011016;WOS:000437233600006
1011015;WOS:000437233600006
915882;WOS:000437233600006
932253;WOS:000437233600006
480155;WOS:000437233600005
462835;WOS:000437233600004
479584;WOS:000437233600003
534731;WOS:000437233600002
534732;WOS:000437233600002
534733;WOS:000437233600002
514145;WOS:000437233600002
525171;WOS:000437233600002
1006081;WOS:000437233600001
896012;WOS:000437212300025
896010;WOS:000437161100014
896011;WOS:000437161100014
781038;WOS:000437161100014
708590;WOS:000437161100014
1086464;WOS:000437161100009
462830;WOS:000437161100009
462834;WOS:000437161100009
462833;WOS:000437161100009
462832;WOS:000437161100009
462831;WOS:000437161100009
284373;WOS:000437161100009
359648;WOS:000437161100009
200747;WOS:000437161100009
462829;WOS:000437161100008
462828;WOS:000437161100008
513446;WOS:000437161100002
463963;WOS:000437161100002
467894;WOS:000437161100002
562634;WOS:000437161100002
334730;WOS:000437161100001
141191;WOS:000437161100001
84138;WOS:000437161100001
1086463;WOS:000437161100001
230987;WOS:000437161100001
217291;WOS:000437161100001
217292;WOS:000437161100001
462827;WOS:000437104300609
108089;WOS:000437104300609
480557;WOS:000437104300589
473540;WOS:000437104300589
487559;WOS:000437104300589
487564;WOS:000437104300589
583112;WOS:000437104300582
592548;WOS:000437104300552
553378;WOS:000437104300552
593811;WOS:000437104300552
619027;WOS:000437104300552
656568;WOS:000437104300552
895998;WOS:000437104300552
896009;WOS:000437104300552
577135;WOS:000437104300549
568268;WOS:000437104300542
896008;WOS:000437104300542
896007;WOS:000437104300542
896006;WOS:000437104300542
837923;WOS:000437104300542
601167;WOS:000437104300542
564843;WOS:000437104300535
553377;WOS:000437104300535
553378;WOS:000437104300535
656568;WOS:000437104300535
656559;WOS:000437104300535
675925;WOS:000437104300535
